Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200,ID,Tempo,Key,Duration,Loudness,Time Signature,Number of Samples
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,5675766,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,4,6GzApXoBQiiAjak3tOQfV3,159.927,0,149.8776,-5.445,4,3304801
Fast,Juice WRLD,6068408,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,4,6MjNilJCVKJq0LfFvo5jWJ,84.98,1,208.51773,-5.937,4,4597816
Orphans,Coldplay,5525500,https://open.spotify.com/track/6muOWhMh7Tf0UFUtMDBhUR,4,6muOWhMh7Tf0UFUtMDBhUR,107.975,11,197.53333,-5.051,4,4355610
Amor Genuino,Ozuna,4462073,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5,4,6pK5edDoyrn4mWwRSVc2a5,85.744,10,179.93678,-4.071,4,3967606
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,12812932,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU,4,6pVW5LRWgeLaHudxauOTJU,128.718,2,126.36,-3.592,4,2786238
Holly Jolly Christmas,Michael Bublé,19721103,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,4,6tjituizSxwSmBB5vtgHZE,151.251,7,119.78667,-8.308,4,2641296
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,4660952,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,4,6ya8ejoKgw906Y8LWclqrp,79.351,5,233.27786,-5.152,4,5143777
Big Plans,Why Don't We,4838732,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,4,6Yx181fZzA0YE2EkUsYruq,75.014,11,179.92993,-5.279,4,3967455
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,4729105,https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,4,6zegtH6XXd2PDPLvy1Y0n2,102.861,1,190.06667,-5.325,4,4190970
Love Me,Lil Tecca,6391710,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4,4,7Aem1fAapTdGcHwAYyQYU4,204.077,11,117.68,-10.325,4,2594844
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,17481418,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD,4,7Lbxvt42JsNSKVCaN63qhD,94.736,11,227.65334,-8.914,4,5019756
Envy Me,Calboy,4858841,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,4,7rvyVWja33WG9R97oeJAjx,149.042,1,120.13333,-7.664,4,2648940
Feliz Navidad,José Feliciano,20300178,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS,4,7taXf5odg9xCAZERYfyOkS,148.749,2,182.36,-7.059,4,4021038
Mine,Bazzi,4366487,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,4,7uzmGiiJyRfuViKKK3lVmR,142.929,4,131.06432,-3.874,4,2889968
Silence,Marshmello,4816154,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,4,7vGuf3Y35N4wmASOKLUVVU,141.971,4,180.82281,-3.093,4,3987143
Crushed Up,Future,4826305,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,4,7wcyO1rrH3Ru4t659IjG41,158.043,10,149.9488,-6.794,4,3306371
Puntos Suspensivos,Piso 21,4366454,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,3,04cd1MHVq1D8v1nuTZoCdv,152.024,11,186.31578,-3.399,4,4108263
Liar,Camila Cabello,6272327,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,3,073ILU1C3APNRGF66VhtyA,98.016,11,207.03896,-6.684,4,4565209
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,7493911,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu,3,07s9NNOT0sZQp7TyolLLgu,104.0,7,216.70667,-4.178,4,4778382
Christmas (Baby Please Come Home),Darlene Love,12881481,https://open.spotify.com/track/0jiPKUSdsJNCxMPHjMqptk,3,0jiPKUSdsJNCxMPHjMqptk,126.865,8,164.95905,-6.3,4,3637347
Doin' Time,Lana Del Rey,4459113,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,3,0Oqc0kKFsQ6MhFOLBNZIGX,144.979,7,202.19296,-11.196,4,4458355
Project Dreams,Marshmello,4598019,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX,3,0PowxVSTY2uh1CPc8EPKyX,160.153,8,167.89828,-2.129,4,3702157
Speechless (Full),Naomi Scott,4530199,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR,3,0XPsOSYzDJZJArevQNm2AR,124.844,6,208.80063,-7.625,4,4604054
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,6797675,https://open.spotify.com/track/11o2y87vqODipLK98a1v34,3,11o2y87vqODipLK98a1v34,121.908,1,169.30331,-4.101,4,3733138
Alone,Marshmello,4874010,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,3,12mGwph2YzDIlChtq3EdXP,142.011,2,273.8028,-3.74,4,6037352
7 rings,Ariana Grande,54381365,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,3,14msK75pk3pA33pzPVNtBF,70.142,1,178.64,-10.744,4,3939012
POPOPOP,Gambi,4979947,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM,3,18HNGxDOcshRU2Hdu8tMOM,130.002,0,155.63239,-6.194,4,3431694
Can We Kiss Forever?,Kina,4757977,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q,3,1Av69kr9JitqPWo7WJLS5q,109.852,4,187.89877,-18.725,4,4143168
I'm Gonna Be,Post Malone,4628894,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m,3,1ckLp8lCl8LipXI0ypX72m,117.943,5,200.68,-4.008,4,4424994
Find U Again (feat. Camila Cabello),Mark Ronson,6595632,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX,3,1HpzOCZbNWzxvvXfSGtSrX,103.997,8,176.41669,-7.162,4,3889988
Living Proof,Camila Cabello,4755572,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9,3,1jg9clsGCDqOumfS0X5xm9,77.566,7,194.44,-5.464,4,4287402
No Te Debí Besar,C. Tangana,4557569,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf,3,1KdwnsWOvhM53vezy5ROuf,75.233,9,182.81573,-5.682,3,4031087
Cristina,Sebastian Yatra,4658035,https://open.spotify.com/track/1Kjer1JoWuJGNwGV6Pbgv1,3,1Kjer1JoWuJGNwGV6Pbgv1,87.0,5,202.04,-4.368,3,4454982
Legends,Juice WRLD,6780914,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,3,1Knctxx9vGZxpZfF66BIEa,142.049,4,191.84,-5.244,4,4230072
Bones (feat. OneRepublic),Galantis,5690422,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,3,1pfgsjmxVZhoZpeDx6POKv,120.047,0,205.79265,-5.735,4,4537728
Don't Know What To Do,BLACKPINK,4567552,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X,3,1TaQciB8qqRZ9fxWGhS65X,129.815,6,201.08122,-4.164,4,4433841
Ransom,Lil Tecca,10771061,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU,3,1xbtojAZsQjOgiGdGX6ChU,179.974,7,131.24799,-6.257,4,2894018
Allergic,Post Malone,4697570,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba,3,1YscJ7yVTlFxW3eF6pv5ba,144.968,0,156.89333,-3.694,4,3459498
MEGATRON,Nicki Minaj,4502811,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj,3,1ZDmxwg7Lywlx68b7SsJjj,94.017,1,190.74667,-3.051,4,4205964
ROXANNE,Arizona Zervas,25479514,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,3,1ZPWWSwCkxKfqdp4H0RFCo,116.735,6,163.63628,-5.616,5,3608180
Wolke 10,MERO,4638924,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,3,200cTjC6si5Xz9af2QeHi2,100.003,10,172.82668,-4.985,4,3810828
Hobby Hobby,MERO,4486631,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,3,260R90ctQ1SiPax90PuEsT,81.955,8,153.30757,-6.464,4,3380432
7 Minutes,Dean Lewis,4537103,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,3,2BkyYZmU4JuWW2sYi9EzpC,104.966,10,211.45332,-6.478,4,4662546
Combatchy (feat. MC Rebecca),Anitta,5236664,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw,3,2bPtwnrpFNEe8N7Q85kLHw,150.134,1,157.6,-3.032,4,3475080
Punto G,KAROL G,4461128,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b,3,2E82gORVSA7UMEz5M1IP3b,165.994,6,183.16,-4.716,4,4038678
Calling My Spirit,Kodak Black,4727806,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,3,2MShy1GSSgbmGUxADNIao5,119.985,1,152.0,-9.954,4,3351600
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,4583385,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N,3,2qRN7PWiHRLprw4FpDeI9N,88.011,8,200.73334,-6.218,4,4426170
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,4740528,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S,3,2S93hylQBYLndMnaJuso8S,75.003,8,143.29166,-5.047,4,3159581
2002,Sido,4482422,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b,3,2u8AXJyk8pICzj2wyPBL0b,160.106,8,237.1572,-7.907,4,5229316
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,4624522,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA,3,2xyx0o4xNOLLjBSbOOdcbA,115.918,11,143.22667,-6.606,4,3158148
I Warned Myself,Charlie Puth,4605633,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl,3,3707IBa4HnS3zDDoWfeUBl,184.112,10,159.78262,-11.467,4,3523207
Splashin,Rich The Kid,4521032,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,3,3KLo7ByvjCNyBrfz5DZ2mO,100.017,10,177.86435,-8.099,4,3921909
Think About You,Kygo,4595060,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,3,3Kuu5vASpXK8oRsxOvau6P,123.969,10,208.56662,-7.891,4,4598894
Go Loko,YG,5462054,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa,3,3SZqA7rQvROJsCbUu2v0xa,100.995,2,299.22668,-5.188,4,6597948
Family,The Chainsmokers,5453653,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,3,3TKpJrY9q49Mj1JOsM9zGL,117.817,11,194.82668,-6.605,4,4295928
No New Friends,Sia,4738902,https://open.spotify.com/track/3Y7a0typ6ik1KscmebXd6D,3,3Y7a0typ6ik1KscmebXd6D,106.044,7,175.82327,-4.622,4,3876903
My Oh My (feat. DaBaby),Camila Cabello,14608943,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3,3yOlyBJuViE2YSGn3nVE1K,105.046,8,170.74649,-6.024,4,3764960
Quizás,Rich Music LTD,7469556,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS,3,4AjWbAwRpxk2worpjNH5CS,176.075,3,216.06667,-2.454,4,4764270
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,4684580,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I,3,4c1WgUnHXq2LEncGHKgj1I,141.948,0,187.4576,-3.837,4,4133440
Everyday,Logic,4828395,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,3,4EAV2cKiqKP5UPZmY6dejk,149.908,1,204.74667,-4.099,4,4514664
I THINK,"Tyler, The Creator",4605950,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,3,4f8Mh5wuWHOsfXtzjrJB3t,121.075,8,212.01334,-8.241,4,4674894
Immortal,21 Savage,4851870,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq,3,4IO8X9W69dIQe0EC5ALXhq,184.194,6,254.72313,-3.494,4,5616645
ghostin,Ariana Grande,5059403,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,3,4lD7gHKF1e8Y9stQuVezZB,103.807,9,271.46667,-8.294,4,5985840
I.F.L.Y.,Bazzi,7994722,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0,3,4R9ATNRRl1uth17i5qDCc0,104.954,2,165.7143,-4.823,4,3654000
Drugs & The Internet,Lauv,4402319,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo,3,4SHhui9S7lFYGHXikfneGo,89.134,2,178.54984,-6.596,4,3937024
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,23257075,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,3,4Sib57MmYGJzSvkW84jTwh,182.123,0,193.04,-4.143,4,4256532
Ne reviens pas,Gradur,5671183,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,3,4TnFANpjVwVKWzkxNzIyFH,124.996,10,188.61333,-3.384,4,4158924
Out Of Love,Alessia Cara,4981003,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,3,4WzhjxvLP95y7AMDy0Atwb,117.64,7,227.69333,-9.249,3,5020638
Tough Love,Avicii,5688066,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV,3,4XZxalvnG4Yo8YZLuiT1kV,108.17,8,191.24825,-4.837,4,4217024
Paper Rings,Taylor Swift,4755328,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,3,4y5bvROuBDPr5fuwXbIBZR,103.979,9,222.4,-6.553,4,4903920
Lights Up,Harry Styles,9801120,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB,3,5aJEh9Oqdz7PRLKTpH25pB,101.987,10,172.21333,-8.165,4,3797304
Olabilir,MERO,4450008,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo,3,5b195aHKKd6oTr4f7DoRCo,139.914,6,208.02345,-6.677,4,4586917
LOYAL (feat. Drake),PARTYNEXTDOOR,5678936,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS,3,5bvnqVuq7UFl0txSlHpsfS,104.952,0,197.97333,-6.347,4,4365312
Mikrokosmos,BTS,4294750,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC,3,5hnbE5BF2e8BCk9OMR1UVC,174.039,8,224.22517,-5.212,3,4944165
It's the Most Wonderful Time of the Year,Andy Williams,11746944,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN,3,5hslUAKq9I9CG2bAulFkHN,202.082,7,151.93333,-8.435,3,3350130
Jenifer,Gabriel Diniz,4548197,https://open.spotify.com/track/5ixqGGFu0hdHfErdp32QwT,3,5ixqGGFu0hdHfErdp32QwT,160.108,8,160.64,-2.533,4,3542112
My Type,Saweetie,4392529,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,3,5KBARWIxeMGkvUax9VtVC9,105.038,2,126.44626,-6.294,4,2788140
Staring At The Sun (feat. SZA),Post Malone,4643074,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe,3,5KE9b4x7Zj2A8XtbkqhqTe,95.074,6,168.28,-4.389,4,3710574
Piece Of Your Heart,MEDUZA,8436545,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD,3,5p1ex0pXv6jSPJ6QbumQpD,124.08,10,152.9132,-6.806,4,3371736
No Es Justo,J Balvin,4387910,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,3,5qFeMRz4TvetPmzjre9Dq7,87.866,7,250.84,-4.494,4,5531022
Hold Me While You Wait,Lewis Capaldi,4854629,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,3,60iSKGrGazRzICtMjADNSM,106.958,11,205.68694,-5.507,4,4535397
Mala Mía,Maluma,4594394,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,3,62o8KoI44JfN7aYxgTnPvh,180.049,6,183.75298,-4.883,4,4051753
Rewrite The Stars,Zac Efron,4315717,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,3,630sXRhIcfwr2e4RdNtjKN,125.046,10,217.44,-7.005,4,4794552
Babushka Boi,A$AP Rocky,4528938,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7,3,643PW82aBMUa1FiWi5VQY7,134.979,10,187.10526,-5.446,4,4125671
Wieso tust Du dir das an?,Apache 207,4802708,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89,3,6dNB3XdAzx7kTf5wa8Rg89,133.966,6,176.06667,-6.962,4,3882270
Press,Cardi B,4459599,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv,3,6dPyzkyZwoj9LqjQXOFdVv,133.983,1,143.79166,-5.665,4,3170606
Look At Me!,XXXTENTACION,4342309,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,3,6eYxmK9fdL4hwLnXG2zY3s,139.059,1,126.34558,-6.405,4,2785920
My Only Wish (This Year),Britney Spears,10688367,https://open.spotify.com/track/6id0KJ3XgvJLSzyMtHBj67,3,6id0KJ3XgvJLSzyMtHBj67,147.069,0,257.02667,-4.743,4,5667438
Call You Mine (feat. Bebe Rexha),The Chainsmokers,4450810,https://open.spotify.com/track/6IJTc8xo6XasOU8fpxMU57,3,6IJTc8xo6XasOU8fpxMU57,104.003,7,217.65334,-5.59,4,4799256
Hasta Que Salga el Sol,Ozuna,4892216,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb,3,6ofuqm2qLMi9lBFEF9mJMb,96.048,11,188.6,-4.22,4,4158630
VALENTINO,24kGoldn,5365453,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,3,6piAUJJQFD8oHDUr0b7l7q,150.965,9,179.13333,-4.841,4,3949890
Dile la Verdad,The Rudeboyz,4914256,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,3,6qP73DRFGojLuIk1siIhNE,103.0,7,219.02911,-3.504,4,4829592
Yes Indeed,Lil Baby,4761754,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,3,6vN77lE9LK6HP2DewaN6HZ,119.957,5,142.27312,-9.309,4,3137122
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4432977,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,3,6wWaVoUOzLQJHd3bWAUpdZ,132.055,1,194.73247,-5.415,4,4293851
Cristina,Sebastian Yatra,4398695,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k,3,703iVQrfbQsXt7Uzgy1h8k,81.96,5,201.62666,-4.342,3,4445868
Somebody,Internet Money,4806583,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi,3,735RSTb2xbtWbDtKD9XDYi,89.921,6,174.33333,-6.659,4,3844050
Juicy,Doja Cat,4624077,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,3,7f5trao56t7sB7f14QDTmp,170.031,0,203.09332,-2.607,4,4478208
No Guidance (feat. Drake),Chris Brown,14816185,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc,3,7FEwp8BavoEVE3AnxJDchc,92.932,1,260.64,-6.756,4,5747112
On My Way,Alan Walker,4392821,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI,3,7KhHA3mzt7A3LFlOJEAKpI,170.087,1,193.79755,-4.929,4,4273236
Benzema,Capital Bra,4458789,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,3,7KPGeiXWDsGEvFK62wzU8E,100.082,10,159.15198,-6.156,4,3509301
Mr. Brightside,The Killers,4452265,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,3,7oK9VyNzrYvRFo7nQEYkWN,148.017,1,222.58667,-3.74,4,4908036
Who Do You Love,The Chainsmokers,8893446,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs,3,7ql71hBakyMi0Lxiq3Mugs,140.024,3,226.74667,-4.673,4,4999764
Prinzessa,Capital Bra,5120311,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,3,7r55d7IhAj5UGKiYbXBwRP,100.464,7,178.0,-6.766,4,3924900
CHopstix (with Travis Scott),ScHoolboy Q,4309492,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,2,01DOm09B2AbiTARAbXVI6g,127.933,9,181.15256,-6.996,4,3994414
Did It Again,Lil Tecca,5638357,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf,2,01Qb6dN5suQNu87VJ1mIpf,148.767,1,116.24,-9.922,4,2563092
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,4733671,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK,2,020wG4EHTwBy5h2rbpxqvK,140.956,9,223.04507,-5.888,4,4918144
Orphans,Coldplay,5402485,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR,2,03T4ttRCiLXST6MZjeMwmR,107.975,11,197.53333,-5.051,4,4355610
Oye,TINI,4423615,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE,2,09nSCeCs6eYfAIJVfye1CE,95.08,7,173.021,-7.894,4,3815113
BROWN SKIN GIRL,Blue Ivy,4904291,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP,2,0B3FovCVaGKS5w1FTidEUP,119.703,6,248.47224,-7.083,5,5478813
Jamais Vu,BTS,4668981,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa,2,0eeeyCAGnGZInPtpkdYiPa,81.0,8,227.27542,-6.73,4,5011423
NEW MAGIC WAND,"Tyler, The Creator",4544097,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,2,0fv2KH6hac06J86hBUTcSf,139.566,5,195.32,-5.414,4,4306806
I'll Be Home,Meghan Trainor,8947719,https://open.spotify.com/track/0lTurWECr2XL607eJAj1A3,2,0lTurWECr2XL607eJAj1A3,84.738,2,219.65334,-7.779,4,4843356
The Box,Roddy Ricch,15387992,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2,0nbXyq5TXYPCO7pr3N8S4I,116.971,10,196.6526,-6.687,4,4336190
Use This Gospel,Kanye West,5073352,https://open.spotify.com/track/0oPOuDmmkVp3h6puekhs6P,2,0oPOuDmmkVp3h6puekhs6P,148.28,0,213.87787,-3.926,4,4716007
Honda Civic,The Cratez,4467147,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud,2,0WFgtxiLNr99YaoSdYR3Ud,93.35,1,158.06091,-5.471,4,3485243
All For Us - from the HBO Original Series Euphoria,Labrinth,4561634,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG,2,10hMM5nsZQf66ldBlgWBfG,70.956,3,192.98666,-7.145,4,4255356
Cornelia Street,Taylor Swift,6098851,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,2,12M5uqx0ZuwkpLp5rJim1a,102.012,0,287.26666,-9.728,4,6334230
Girls Need Love (with Drake) - Remix,Summer Walker,4992485,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,2,14SaZBTjxlorHJQxXh01Hu,97.022,6,222.37433,-9.481,4,4903354
Feelings,Lauv,4749975,https://open.spotify.com/track/1cL3ucXzG2hj3XOUPIWdvZ,2,1cL3ucXzG2hj3XOUPIWdvZ,103.018,9,189.61333,-6.758,4,4180974
Don't Pretend (feat. SAFE),Khalid,4856523,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV,2,1E6DEDWDKHoOW0fcFuDghV,89.0,11,165.84,-8.833,4,3656772
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,5413838,https://open.spotify.com/track/1Hd2XLitkt1PYCWSbfF5qV,2,1Hd2XLitkt1PYCWSbfF5qV,145.041,8,202.62508,-5.18,4,4467883
Maghreb Gang (feat. French Montana & Khaled),Farid Bang,4886746,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY,2,1IBUPdwV9TvaipSODdt8QY,99.933,8,159.8,-5.341,4,3523590
It's the Most Wonderful Time of the Year,Andy Williams,23412959,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A,2,1IcR6RlgvDczfvoWJSSY2A,201.739,2,151.0,-11.656,3,3329550
"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,5538309,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,2,1JkrD47SDpAbyvqKtolcea,104.11,10,297.54645,-4.833,4,6560899
Haute (feat. J Balvin & Chris Brown),Tyga,5060011,https://open.spotify.com/track/1jlnBQGP2DtSEhMgQaz7a7,2,1jlnBQGP2DtSEhMgQaz7a7,102.956,9,160.87656,-3.692,4,3547328
Affalterbach,Shindy,4673348,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw,2,1L8LtC2s161XwY6YrtnQjw,115.897,6,173.22023,-4.663,5,3819506
London Boy,Taylor Swift,6031403,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,2,1LLXZFeAHK9R4xUramtUKw,157.925,1,190.24,-6.639,4,4194792
Wir ticken,Capital Bra,5823431,https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE,2,1mdJ39D1lrR3aWIOhgeNaE,179.877,7,203.06667,-4.951,4,4477620
MAMA,6ix9ine,4121707,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo,2,1oJ8EDr2pv94IvSd6ZmDgo,160.077,1,192.40508,-5.887,3,4242532
Like It's Christmas,Jonas Brothers,9753717,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv,2,1OjmlSFuzYflWjSMTCyTJv,146.035,1,200.88,-6.007,4,4429404
Afterglow,Taylor Swift,4879243,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi,2,1SymEzIT3H8UZfibCs3TYi,111.011,9,223.29333,-8.746,4,4923618
DEUTSCHLAND,Rammstein,4513596,https://open.spotify.com/track/1T8IRUJBga0JXioJZvxjBR,2,1T8IRUJBga0JXioJZvxjBR,120.117,7,322.3395,-5.242,4,7107586
Liberdade Provisória,Henrique & Juliano,6574989,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,2,1vG3YuKRYqPwTmNmYgqkpg,108.138,1,187.98567,-5.937,4,4145084
Anxiety (with Selena Gomez),Julia Michaels,4609218,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,2,1XJ93XskwJf7PCyIVLbNBt,141.924,7,210.14667,-6.522,4,4633734
Falling,Harry Styles,9580803,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2,1ZMiCix7XSAbfAJlEZWMCp,110.011,4,240.13333,-6.502,4,5294940
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,4574722,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,2,20ZP3Om9DvDazXrNUC7WM2,92.207,0,211.76,-4.084,4,4669308
Miss Americana & The Heartbreak Prince,Taylor Swift,6464373,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,2,214nt20w5wOxJnY462klLw,150.088,11,234.14667,-6.926,4,5162934
Chlorine,Twenty One Pilots,4314824,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau,2,23OXdR7YuUBVWh5hSnYJau,90.009,10,324.46667,-7.388,4,7154490
